NUTS,Location,Year,Election Type,PS,PSD,PCP,CDS,BE,Abstention
Município,Golegã,2011,Parliament,26.12,30.21,15.31,16.07,6.43,42
Município,Gondomar,2011,Parliament,33.44,36.77,9.73,9.26,6.32,37.3
Município,Gouveia,2011,Parliament,30.13,49.56,4.31,9.26,3.79,48.2
Município,Grândola,2011,Parliament,30.01,22.89,28.71,7.16,6.2,39.1
Município,Guarda,2011,Parliament,30.01,43.4,4.08,14,4.91,40.3
Município,Guimarães,2011,Parliament,39.82,34.75,6.88,9.77,4.65,34.8
Município,Idanha-a-Nova,2011,Parliament,40.03,39.81,3.23,9.02,2.71,43.2
Município,Ílhavo,2011,Parliament,21.08,48.28,4.46,16.17,5.89,48
Município,Lagoa,2011,Parliament,22.51,37.58,8.1,14.75,9.64,41.1
Município,Lagos,2011,Parliament,25.61,33.73,10.48,12.99,9.97,42.7
Município,Lamego,2011,Parliament,29.68,47.83,3.59,13.8,2.53,43.5
Município,Leiria,2011,Parliament,19.59,51.81,3.17,15.27,5.81,37.3
NUTS III,Lezíria do Tejo,2011,Parliament,29,34.1,12.82,12.54,6.07,42.4
Município,Lisboa,2011,Parliament,27.55,37.51,8.57,15.34,5.79,37.5
Município,Loulé,2011,Parliament,21.59,46.14,6.01,13.38,7.12,46.5
Município,Loures,2011,Parliament,32.47,29.86,14.55,11.8,5.5,36.2
Município,Lourinhã,2011,Parliament,20.45,52.99,4.06,12.7,4.82,39.2
Município,Lousã,2011,Parliament,36.14,39.12,4.65,9.71,6.22,41.4
Município,Lousada,2011,Parliament,39.68,42.13,4.07,7.43,2.97,38.1
Município,Mação,2011,Parliament,29.32,48.72,3.46,9.84,4.3,31.7
Município,Macedo de Cavaleiros,2011,Parliament,24.42,54.49,2.59,13.65,2.08,52.2
Município,Mafra,2011,Parliament,25.17,41.86,6.4,14.42,5.85,36.1
Município,Maia,2011,Parliament,31.34,40.87,6.23,11.12,6.3,32.6
Município,Mangualde,2011,Parliament,37.09,44.09,3.2,10.92,2.2,47.1
Município,Manteigas,2011,Parliament,36.38,39.47,7.13,9.73,4.26,48.2
Município,Marco de Canaveses,2011,Parliament,34.54,44.8,3.34,10.77,3.1,42.5
Município,Marinha Grande,2011,Parliament,28.34,27.34,18.21,9.77,10.29,42.3
Município,Marvão,2011,Parliament,35.57,43.58,4.71,8.66,3.25,39.5
Município,Matosinhos,2011,Parliament,35.73,34.96,7.3,11.09,6.9,35.2
Município,Mealhada,2011,Parliament,36.63,38.77,6.6,8.4,5.87,45
Município,Mêda,2011,Parliament,26.18,55.81,2.1,12.15,1.16,46.8
NUTS III,Médio Tejo,2011,Parliament,25.27,44.78,6.32,12.98,5.9,39.4
Município,Melgaço,2011,Parliament,37.32,47.92,1.97,7.74,2.75,62.7
Município,Mértola,2011,Parliament,34.16,17.89,32.26,5.25,4.06,44.6
Município,Mesão Frio,2011,Parliament,36.68,46.8,2.07,9.59,2.41,45
Município,Mira,2011,Parliament,28.38,52.6,2.46,9.56,3.89,48.3
Município,Miranda do Corvo,2011,Parliament,36.24,41,5.64,7.62,5.91,44.3
Município,Miranda do Douro,2011,Parliament,29.95,56.6,1.33,7.48,1.81,50.3
Município,Mirandela,2011,Parliament,19.9,55.35,3.56,16.05,2.84,48.8
Município,Mogadouro,2011,Parliament,24.83,57.05,1.52,12.83,1.5,50.4
Município,Moimenta da Beira,2011,Parliament,29.84,51.22,2.42,12.34,1.62,51.8
Município,Moita,2011,Parliament,27.53,19.36,28.78,9.83,8.75,43.7
Município,Monção,2011,Parliament,27.98,48.3,2.33,14.42,4.06,54.2
Município,Monchique,2011,Parliament,25.33,41.66,9.81,8.33,7.51,32.8
Município,Mondim de Basto,2011,Parliament,27.02,47.85,2.49,18.11,1.94,53
Município,Monforte,2011,Parliament,35.94,27.48,15.33,14.27,3.11,40.3
Município,Montalegre,2011,Parliament,37.99,51.57,1.28,5.45,1.46,55.4
Município,Montemor-o-Novo,2011,Parliament,27.14,21.9,34.45,7.59,4.1,37
Município,Montemor-o-Velho,2011,Parliament,35.15,36.13,6.81,11.72,5.75,46
Município,Montijo,2011,Parliament,26.63,31.63,14.58,14.08,7.24,44.6
Município,Mora,2011,Parliament,24.77,23.74,36.13,7,3.59,42.6
Município,Mortágua,2011,Parliament,29.43,51.06,2.74,10.63,3.19,52.4
Município,Moura,2011,Parliament,36.92,21.96,24.61,8.38,3.5,54.2
Município,Mourão,2011,Parliament,38.52,35.42,10.63,7.38,4.21,44.2
Município,Murça,2011,Parliament,31.12,53.44,2.16,8.83,2.27,50.4
Município,Murtosa,2011,Parliament,14.54,62.95,3.27,12.18,3.2,52.8
Município,Nazaré,2011,Parliament,29.56,39.73,8.6,9.83,8.1,51.6
Município,Nelas,2011,Parliament,27.56,48.39,3.51,13.42,3.97,48.4
Município,Nisa,2011,Parliament,34.03,37.49,11.26,9.56,3.53,40.7
NUTS II,Norte,2011,Parliament,32.44,42.91,5.41,10.86,4.68,39.8
Município,Óbidos,2011,Parliament,26.96,44.72,5.55,12.52,5.32,43.3
Município,Odemira,2011,Parliament,28.75,26.51,20.78,8.62,7.43,41.5
Município,Odivelas,2011,Parliament,32.54,33.19,9.72,13.08,5.98,37.5
Município,Oeiras,2011,Parliament,25.29,39.69,7.97,16.18,6,33.7
NUTS III,Oeste,2011,Parliament,25.57,43.24,7.82,12.57,5.65,40.4
Município,Oleiros,2011,Parliament,20.37,65.38,1.06,9.08,1.15,39.8
Município,Olhão,2011,Parliament,23.4,35.79,9.89,14.32,9.42,49.1
Município,Oliveira de Azeméis,2011,Parliament,30.35,45.04,3.34,12.4,5.19,38.7
Município,Oliveira de Frades,2011,Parliament,22.64,55.67,2.68,13.55,2.62,39.3
Município,Oliveira do Bairro,2011,Parliament,12.04,60.26,1.9,20.19,2.99,42.4
Município,Oliveira do Hospital,2011,Parliament,32.19,50,3.07,8.96,2.82,40.9
Município,Ourém,2011,Parliament,13.47,64.2,2.19,13.95,2.83,41.7
Município,Ourique,2011,Parliament,29.71,41.42,14.38,6.77,2.93,40.9
Município,Ovar,2011,Parliament,32.61,39.5,7.19,9.59,7.14,41.2
Município,Paços de Ferreira,2011,Parliament,30.91,49.93,3.57,9.29,3.06,36.2
Município,Palmela,2011,Parliament,26.44,26.78,19.65,13.59,7.85,42.4
Município,Pampilhosa da Serra,2011,Parliament,32.69,55.59,2.01,4.73,1.93,45.6
Município,Paredes,2011,Parliament,30.05,48.22,4.24,10.84,3.07,34
Município,Paredes de Coura,2011,Parliament,30.85,45.73,4.95,8.7,4.91,51.5
Município,Pedrógão Grande,2011,Parliament,20.84,64.28,1.38,8.94,2.21,43
Município,Penacova,2011,Parliament,33.2,48.1,5.21,7.22,2.92,46.1
Município,Penafiel,2011,Parliament,35.49,44.79,4.53,8.04,3.23,34.3
Município,Penalva do Castelo,2011,Parliament,29.21,49.64,3.73,12.66,1.99,49.5
Município,Penamacor,2011,Parliament,34.54,42.26,2.82,11.77,3.28,48.2
Município,Penedono,2011,Parliament,30.06,50.1,3.16,10.09,2.83,56.5
Município,Penela,2011,Parliament,25.3,56.42,3.09,7.88,3.42,42.2
Município,Peniche,2011,Parliament,25.97,39.8,11.04,11.46,6.31,47.6
Município,Peso da Régua,2011,Parliament,35.8,42.93,5.44,10.33,3.02,50.1
Município,Pinhel,2011,Parliament,22.83,55.04,3.54,13.01,2.5,48.9
Município,Pombal,2011,Parliament,19.06,58.71,2.11,12.55,4.01,50.3
Município,Ponte da Barca,2011,Parliament,33.8,51.46,2.71,7.8,2.41,52.1
Município,Ponte de Lima,2011,Parliament,20.16,47.35,3.53,23.77,2.74,41
Município,Ponte de Sor,2011,Parliament,30.56,27.12,22.06,9.85,5.29,43.2
Município,Portalegre,2011,Parliament,29.25,43.48,6.95,12.2,4.63,39.9
Município,Portel,2011,Parliament,36.03,15.89,33.68,5.19,4.64,45.2
Município,Portimão,2011,Parliament,23.97,36.69,8.13,14.89,10.04,41.9
Município,Porto,2011,Parliament,28.98,39.73,8.06,13.25,6.07,36
Município,Porto de Mós,2011,Parliament,20.83,51.13,3.6,14.84,5.58,38.7
Município,Póvoa de Lanhoso,2011,Parliament,32.41,48.53,2.78,10.65,2.44,47
Município,Póvoa de Varzim,2011,Parliament,23.73,50.13,4.2,14.11,4.63,43.7
Município,Proença-a-Nova,2011,Parliament,28.77,53.23,1.34,11.72,1.63,40.3
Município,Redondo,2011,Parliament,34.56,25.01,18.92,9.4,6.7,46.1
NUTS III,Região de Aveiro,2011,Parliament,22.39,49.33,4.22,15.32,5.1,42.8
NUTS III,Região de Coimbra,2011,Parliament,30.93,42.3,6.47,10.31,5.98,43
NUTS III,Região de Leiria,2011,Parliament,20.69,51.36,4.59,13.59,5.57,41
Município,Reguengos de Monsaraz,2011,Parliament,40.24,30.3,13.45,6.77,4.93,45.4
Município,Resende,2011,Parliament,38.27,46.06,2.64,8.35,1.52,45.5
Município,Ribeira de Pena,2011,Parliament,32.49,52.16,2.12,9.04,1.46,56.4
Município,Rio Maior,2011,Parliament,22.38,51.65,4.16,13.53,3.96,38.7
Município,Sabrosa,2011,Parliament,37.67,48.31,2.58,7.22,1.87,47.6
Município,Sabugal,2011,Parliament,29.2,50.6,2.89,11.08,2.51,54.3
Município,Salvaterra de Magos,2011,Parliament,33.23,27.65,12.44,11.59,8.82,49.6
Município,Santa Comba Dão,2011,Parliament,26.65,54.89,2.7,10.24,2.88,44.4
Município,Santa Maria da Feira,2011,Parliament,34.05,42.41,4.04,9.5,6.11,39.3
Município,Santa Marta de Penaguião,2011,Parliament,41.07,43.73,2.95,7.96,2.3,49.9
Município,Santarém,2011,Parliament,27.26,39.96,8.31,14.2,5.64,39.7
Município,Santiago do Cacém,2011,Parliament,26.51,27.81,23.77,9.43,6.89,41.5
Município,Santo Tirso,2011,Parliament,40.09,38.42,5.45,8.6,4.23,34
Município,São Brás de Alportel,2011,Parliament,24.51,40.94,8.03,14.2,6.26,44
Município,São João da Madeira,2011,Parliament,32.83,40.46,5.67,11.34,6.08,38.8
Município,São João da Pesqueira,2011,Parliament,29.65,49.6,3.25,11.09,2.71,51.2
Município,São Pedro do Sul,2011,Parliament,31.13,46.2,3.98,10.87,4.1,45.3
Município,Sardoal,2011,Parliament,23.33,47.58,5,12.96,4.79,30
Município,Sátão,2011,Parliament,21.35,53.94,1.49,18.23,2.28,51
Município,Seia,2011,Parliament,36.14,42.93,5.45,9.25,3.36,44
Município,Seixal,2011,Parliament,29.94,25.94,19.67,12.91,6.53,38.5
Município,Sernancelhe,2011,Parliament,23.5,56.55,0.98,15.42,1.35,48.7
Município,Serpa,2011,Parliament,27.51,19.2,38.59,6.12,4.08,48.1
Município,Sertã,2011,Parliament,22.82,55.92,1.65,12.47,2.8,38.6
Município,Sesimbra,2011,Parliament,27.07,28.48,17.01,13.68,7.59,42.1
Município,Setúbal,2011,Parliament,25.95,28.81,16.6,15.69,7.91,42.5
Município,Sever do Vouga,2011,Parliament,17.1,57.66,2.06,17.03,2.97,37
Município,Silves,2011,Parliament,23.73,35.53,12.94,12.05,8.38,43.4
Município,Sines,2011,Parliament,28.27,26.78,20.77,9.08,8.87,44.4
Município,Sintra,2011,Parliament,29.8,33.2,9.76,14.73,6.55,40.4
Município,Sobral de Monte Agraço,2011,Parliament,29.13,30.46,16.35,11.96,5.5,40.4
Município,Soure,2011,Parliament,37.28,36.03,7.19,8.93,6.16,44.7
Município,Sousel,2011,Parliament,29.79,36.31,17.16,9.57,2.71,40.3
Município,Tábua,2011,Parliament,30.53,48.98,4.76,8.76,3.06,41.8
Município,Tabuaço,2011,Parliament,28.76,48.93,1.84,16.56,1.29,45.6
NUTS III,Tâmega e Sousa,2011,Parliament,36.38,44.99,3.55,8.58,3.02,40.4
Município,Tarouca,2011,Parliament,24.82,50.38,3.5,14.95,2.67,51.5
Município,Tavira,2011,Parliament,26.29,39.63,7.12,13.59,7.46,44
Município,Terras de Bouro,2011,Parliament,27.88,51.75,3.25,11.23,2.06,45
NUTS III,Terras de Trás-os-Montes,2011,Parliament,26.34,54.21,2.7,11.78,2.38,51.1
Município,Tomar,2011,Parliament,27.09,43.16,5.9,12.69,6.18,40.3
Município,Tondela,2011,Parliament,23.07,55.39,3.33,12.53,2.7,44.2
Município,Torre de Moncorvo,2011,Parliament,33.12,48.85,3.15,9.19,2.5,50
Município,Torres Novas,2011,Parliament,29.26,34.89,10.32,11.56,8.59,39
Município,Torres Vedras,2011,Parliament,25.51,42.31,8.69,11.96,5.74,37.9
Município,Trancoso,2011,Parliament,25.77,54.13,2.24,11.42,3.19,48.1
Município,Trofa,2011,Parliament,32.36,45.27,4.55,10.17,4.08,34.7
Município,Vagos,2011,Parliament,9.64,66.94,1.36,17.2,2.48,45
Município,Vale de Cambra,2011,Parliament,25.33,44.71,2.69,19.55,4.2,38.9
Município,Valença,2011,Parliament,25.45,53.59,3.71,10.9,3.28,48.6
Município,Valongo,2011,Parliament,34.89,37.52,7.81,9.3,6.07,36.5
Município,Valpaços,2011,Parliament,20.37,65.4,1.43,9.43,1.35,54
Município,Vendas Novas,2011,Parliament,23.59,29.89,27.03,10.17,3.85,40.4
Município,Viana do Alentejo,2011,Parliament,26.36,22.26,32.1,7.31,5.74,46.1
Município,Viana do Castelo,2011,Parliament,28.18,39.53,8.12,13.63,6.48,42.9
Município,Vidigueira,2011,Parliament,32.02,23.04,25.48,8.16,5.5,46.2
Município,Vieira do Minho,2011,Parliament,33.75,47.87,2.49,8.99,2.91,47.3
Município,Vila de Rei,2011,Parliament,12.84,65.29,1.93,14.68,1.93,30.5
Município,Vila do Bispo,2011,Parliament,29.91,34.54,9.12,12.44,7.54,43.4
Município,Vila do Conde,2011,Parliament,34.6,41.93,5.14,9.09,5.55,40.3
Município,Vila Flor,2011,Parliament,32.76,47.05,3.15,11.71,2.87,49.3
Município,Vila Franca de Xira,2011,Parliament,31.71,25.81,17.56,11.86,7.07,37.8
Município,Vila Nova da Barquinha,2011,Parliament,31.24,30.93,10.76,13.83,6.86,38.5
Município,Vila Nova de Cerveira,2011,Parliament,32.83,46.23,3.4,8.82,4.77,42.7
Município,Vila Nova de Famalicão,2011,Parliament,37.22,40.54,4.33,10.29,4.27,33.7
Município,Vila Nova de Foz Côa,2011,Parliament,32.12,50.83,2.88,8.99,2.21,51
Município,Vila Nova de Gaia,2011,Parliament,32.98,38.44,7.66,10.52,6.35,35.8
Município,Vila Nova de Paiva,2011,Parliament,20.07,59.12,2.3,14.38,1.86,59
Município,Vila Nova de Poiares,2011,Parliament,26.35,49.38,4.08,11.07,4.24,46.9
Município,Vila Pouca de Aguiar,2011,Parliament,32.44,50.05,3.85,8.7,1.74,54.7
Município,Vila Real,2011,Parliament,28.08,52.51,3.96,9.45,3.48,41.5
Município,Vila Real de Santo António,2011,Parliament,25.96,34.02,15.19,9.84,9.77,48.6
Município,Vila Velha de Ródão,2011,Parliament,45.61,35.95,5.48,5.57,3.2,35.3
Município,Vila Verde,2011,Parliament,25.12,50.72,2.59,14.2,3.17,44.9
Município,Vila Viçosa,2011,Parliament,29.44,32.89,18.28,10.45,4.96,43
Município,Vimioso,2011,Parliament,26.22,63.29,1.28,5.19,1.1,56.7
Município,Vinhais,2011,Parliament,31.53,51.86,1.86,10.43,1.48,53.9
Município,Viseu,2011,Parliament,24.91,50.78,3.06,13.92,4.35,44.2
NUTS III,Viseu Dão Lafões,2011,Parliament,26.21,51.45,2.95,13.2,3.29,46.1
Município,Vizela,2011,Parliament,52.08,27.14,4.99,7.16,4.99,35.9
Município,Vouzela,2011,Parliament,28.16,51.78,2.36,12.08,2.9,40.7
Município,Abrantes,2013,Local,51.68,20.31,14.38,6.53,7.1,48.1
Município,Águeda,2013,Local,64.37,0,4.15,0,0,46.3
Município,Aguiar da Beira,2013,Local,0,46.25,0.81,0,0,34.2
Município,Alandroal,2013,Local,17.85,3.73,55.54,0,1.46,22.8
Município,Albergaria-a-Velha,2013,Local,10.5,39.02,3.04,45.8,1.63,42.5
Município,Albufeira,2013,Local,34.75,39.31,10.68,0,0,59
Município,Alcácer do Sal,2013,Local,34.56,3.46,56.42,2.44,3.11,40.3
Município,Alcanena,2013,Local,45.61,0,7.37,0,0,41.9
Município,Alcobaça,2013,Local,22.38,40.79,13.55,19.83,2.41,46.3
Município,Alcochete,2013,Local,18.27,8.73,58.18,14.81,0,48.2
Município,Alcoutim,2013,Local,53.19,44.17,2.63,0,0,24.3
Município,Alenquer,2013,Local,45,0,17.76,0,6.86,49
NUTS II,Alentejo,2013,Local,40.18,9.37,31,1.15,2,42.2
NUTS III,Alentejo Central,2013,Local,35,3.68,40.53,0.69,1.25,42
NUTS III,Alentejo Litoral,2013,Local,39.56,5.25,38.29,1.16,2.6,41.9
Município,Alfândega da Fé,2013,Local,57.72,0,1.68,0,0,31
NUTS II,Algarve,2013,Local,39.75,26.86,12.71,0.77,4.68,52.4
NUTS III,Algarve,2013,Local,39.75,26.86,12.71,0.77,4.68,52.4
Município,Alijó,2013,Local,30.09,42.06,2.02,3.26,0,36.9
Município,Aljezur,2013,Local,67.5,17.25,15.25,0,0,39.7
Município,Aljustrel,2013,Local,59.24,0,39.49,0,0,27
Município,Almada,2013,Local,28.19,15.26,42.44,2.72,5.88,59.5
Município,Almeida,2013,Local,36.66,0,3.63,0,0,37.2
Município,Almeirim,2013,Local,62.05,0,12.12,0,0,49.7
Município,Almodôvar,2013,Local,36.51,28.14,2.28,0,1.06,27.3
Município,Alpiarça,2013,Local,22.66,0,57.16,0,0,38.8
Município,Alter do Chão,2013,Local,37.72,42.56,14.38,5.34,0,30.8
NUTS III,Alto Alentejo,2013,Local,45.37,16.18,18.08,2.56,1.05,36.9
NUTS III,Alto Minho,2013,Local,39.75,32.86,5.79,13.71,0,42.7
NUTS III,Alto Tâmega,2013,Local,38.81,43.19,4.37,2.06,0,45.1
Município,Alvaiázere,2013,Local,19.84,61.32,1.1,17.74,0,38.3
Município,Alvito,2013,Local,32.62,0,47.34,0,0,29.6
Município,Amadora,2013,Local,50.19,0,21.14,0,5.96,59.2
Município,Amarante,2013,Local,39.05,0,2.15,0,1.82,39.5
Município,Amares,2013,Local,38.92,0,3.5,0,0,38.9
Município,Anadia,2013,Local,14.8,33.69,3.31,3.87,0,45.8
Município,Ansião,2013,Local,41.08,52.46,3.17,3.29,0,39.6
Município,Arcos de Valdevez,2013,Local,27.9,56.5,3.45,12.16,0,49.1
NUTS II,Área Metropolitana de Lisboa,2013,Local,36.58,6.39,24.8,1.27,5.19,57.2
NUTS III,Área Metropolitana de Lisboa,2013,Local,36.58,6.39,24.8,1.27,5.19,57.2
NUTS III,Área Metropolitana do Porto,2013,Local,37.99,13.79,7.18,3.1,3.39,45.9
Município,Arganil,2013,Local,32.3,61.4,6.3,0,0,37.9
Município,Armamar,2013,Local,11.82,59.2,5.46,21.75,1.76,33
Município,Arouca,2013,Local,62.04,29.57,2.93,5.46,0,33.7
Município,Arraiolos,2013,Local,35.78,4.97,57.97,1.28,0,35.1
Município,Arronches,2013,Local,43.31,53.28,3.42,0,0,18.6
Município,Arruda dos Vinhos,2013,Local,50.48,37.19,9.15,3.18,0,41.4
NUTS III,Ave,2013,Local,42.57,6.06,5.08,0.45,1.46,37.5
Município,Aveiro,2013,Local,26.55,0,3.99,0,4.33,51
Município,Avis,2013,Local,32.03,14.16,53.81,0,0,27.3
Município,Azambuja,2013,Local,45.97,0,27.91,0,0,46.1
Município,Baião,2013,Local,74.72,19.27,1.66,4.34,0,34.6
NUTS III,Baixo Alentejo,2013,Local,45.14,2.63,42.16,0,0.43,37.6
Município,Barcelos,2013,Local,48.18,0,1.72,0,2.02,30.9
Município,Barrancos,2013,Local,42.03,0,57.97,0,0,21.9
Município,Barreiro,2013,Local,30.08,9.65,48.73,1.4,6.65,54.6
Município,Batalha,2013,Local,18.25,64.02,4.61,13.12,0,46.2
NUTS III,Beira Baixa,2013,Local,62.07,21.82,4.55,3.18,1.5,42.9
NUTS III,Beiras e Serra da Estrela,2013,Local,42.2,21.06,5.84,2.25,1.03,40.1
Município,Beja,2013,Local,43.54,0,45.39,0,0,43.4
Município,Belmonte,2013,Local,61.04,0,7.97,2.74,0,39.3
Município,Benavente,2013,Local,21.01,18.96,56.4,3.63,0,59.1
Município,Bombarral,2013,Local,28.94,44.3,13.98,12.78,0,49
Município,Borba,2013,Local,24.22,19.29,18.37,0,0,29.5
Município,Boticas,2013,Local,22.49,67.84,9.68,0,0,45.2
Município,Braga,2013,Local,34.57,0,9.22,0,0,40.1
Município,Bragança,2013,Local,27.41,49.77,2.13,2.18,1.09,45.4
Município,Cabeceiras de Basto,2013,Local,45.32,0,0.98,0,0,34.2
Município,Cadaval,2013,Local,44.35,47.49,5.15,0,0,41.4
Município,Caldas da Rainha,2013,Local,24.77,47.06,5.56,10.02,3.07,53.5
Município,Caminha,2013,Local,49.19,46.63,4.18,0,0,35.8
Município,Campo Maior,2013,Local,64.48,1.68,6.05,0,0.74,28
Município,Cantanhede,2013,Local,30.47,64.06,3.56,1.91,0,47.9
Município,Carrazeda de Ansiães,2013,Local,15.2,64.01,1.47,19.31,0,38.7
Município,Carregal do Sal,2013,Local,56.1,36.17,1.89,5.84,0,45.6
Município,Cartaxo,2013,Local,38.88,20.81,9.71,1.11,2.94,45.7
Município,Cascais,2013,Local,23.73,0,12.36,0,5.03,62
Município,Castanheira de Pêra,2013,Local,46.32,32.45,1.74,3.58,0,29.1
Município,Castelo Branco,2013,Local,66.78,21.59,5.65,3.22,2.76,49.3
Município,Castelo de Paiva,2013,Local,60.59,36.92,0.97,0.86,0.66,24.1
Município,Castelo de Vide,2013,Local,33.46,61.94,4.6,0,0,25.9
Município,Castro Daire,2013,Local,56.85,37.36,1.61,4.18,0,40.2
Município,Castro Marim,2013,Local,44.82,49.35,3.07,0.64,2.12,33.8
Município,Castro Verde,2013,Local,37.25,0,57.19,0,0,39.9
NUTS III,Cávado,2013,Local,39.93,10.78,5.37,1.39,0.64,37.4
Município,Celorico da Beira,2013,Local,54.82,0,1.45,0,0,35.1
Município,Celorico de Basto,2013,Local,22.87,67.12,3.7,6.31,0,36.7
NUTS II,Centro,2013,Local,41.38,26.19,7.21,4.87,1.91,46.3
Município,Chamusca,2013,Local,35.36,0,33.9,0,3.62,38.6
Município,Chaves,2013,Local,31.79,42.17,6.68,3.37,0,46.2
Município,Cinfães,2013,Local,59.74,0,2.45,0,0,33.3
Município,Coimbra,2013,Local,38.68,0,12.1,4.26,0,50.6
Município,Condeixa-a-Nova,2013,Local,54.21,27.5,7.47,1.93,8.88,45
Município,Constância,2013,Local,39.65,3.52,47.58,0,0,32.1
NUTS I,Continente,2013,Local,39.52,16.98,12.32,2.97,2.68,47.4
Município,Coruche,2013,Local,56.19,12.28,26.96,3.01,1.56,43.5
Município,Covilhã,2013,Local,40.08,16.04,11.76,0,1.87,42.2
Município,Crato,2013,Local,43.48,17.7,38.81,0,0,24.4
Município,Cuba,2013,Local,38.45,0,58.72,0,0,22.6
NUTS III,Douro,2013,Local,41.43,36.4,2.59,3.63,0.7,37.9
Município,Elvas,2013,Local,73.13,0,5.06,12.34,1.93,52
Município,Entroncamento,2013,Local,46.15,22.73,12.44,6.71,11.97,50.4
Município,Espinho,2013,Local,36.86,50.32,6.66,2.57,3.59,38.2
Município,Esposende,2013,Local,22.3,60.64,5.67,11.4,0,43.6
Município,Estarreja,2013,Local,36.48,0,8.91,0,0,50.9
Município,Estremoz,2013,Local,29.85,5.42,8.96,1.41,0,39.9
Município,Évora,2013,Local,27.65,0,52.53,0,4.17,50.3
Município,Fafe,2013,Local,36.66,22.24,3.09,1.41,0,38.4
Município,Faro,2013,Local,35.54,0,14.02,0,5.3,56.3
Município,Felgueiras,2013,Local,26.98,0,2.25,7.5,1.71,34.8
Município,Ferreira do Alentejo,2013,Local,55.91,0,34,0,0,38.7
Município,Ferreira do Zêzere,2013,Local,44.92,50.65,1.92,2.51,0,33.2
Município,Figueira da Foz,2013,Local,51.4,0,8.65,0,3.5,52.3
Município,Figueira de Castelo Rodrigo,2013,Local,58.95,40.26,0.79,0,0,26.5
Município,Figueiró dos Vinhos,2013,Local,44.55,44.08,1.05,10.32,0,31.3
Município,Fornos de Algodres,2013,Local,48.83,44.47,0.85,5.85,0,29.4
Município,Freixo de Espada à Cinta,2013,Local,48.38,50.69,0.93,0,0,23.2
Município,Fronteira,2013,Local,22.49,69.93,6.95,0.63,0,25.1
Município,Fundão,2013,Local,28.15,58.37,8.08,3.15,0,45
Município,Gavião,2013,Local,53.32,34.29,12.39,0,0,30.5
Município,Góis,2013,Local,50.55,0,1.22,3.34,0,29.8
Município,Golegã,2013,Local,40.32,0,7.79,0,0,"┴  34,3"
Município,Gondomar,2013,Local,55.08,0,14.42,0,4.24,49.5
Município,Gouveia,2013,Local,41.45,0,4.5,0,0,39
Município,Grândola,2013,Local,24.42,0,35.73,0,1.12,34.9
Município,Guarda,2013,Local,33.11,0,4.24,0,3.99,40.5
Município,Guimarães,2013,Local,50.05,0,8.75,0,2.15,39.5
Município,Idanha-a-Nova,2013,Local,69.5,15.81,5.82,3.95,0,34.4
Município,Ílhavo,2013,Local,31.64,49.38,5.59,8.74,4.65,59.9
Município,Lagoa,2013,Local,44.45,41.97,8.14,0,5.44,50.5
Município,Lagos,2013,Local,38.23,18.94,15.14,0,4.16,51.8
Município,Lamego,2013,Local,38.57,0,3.97,0,0,38.9
Município,Leiria,2013,Local,53.51,32.18,5.1,5.4,3.81,50.2
NUTS III,Lezíria do Tejo,2013,Local,38.08,15.8,21.05,1.4,3.92,47.6
Município,Lisboa,2013,Local,54.69,0,10.58,0,4.95,"┴  54,9"
Município,Loulé,2013,Local,52.23,37.75,4.84,2.27,0,53.4
Município,Loures,2013,Local,33.85,0,37.64,3.32,3.42,"┴  50,5"
Município,Lourinhã,2013,Local,49.42,0,3.84,0,2.07,46.8
Município,Lousã,2013,Local,71.99,0,4.21,0,4.57,46.4
Município,Lousada,2013,Local,51.1,0,2.77,0,0,30.2
Município,Mação,2013,Local,37.86,55.94,3.87,2.33,0,27.3
Município,Macedo de Cavaleiros,2013,Local,42.44,43.55,1.79,12.22,0,40.4
Município,Mafra,2013,Local,30.11,52.35,13.09,0,0,50
Município,Maia,2013,Local,28.59,0,8.64,0,6.68,49.1
Município,Mangualde,2013,Local,68.12,0,3.29,0,0,44.2
Município,Manteigas,2013,Local,46.85,48.99,4.15,0,0,33.4
Município,Marco de Canaveses,2013,Local,21.39,42.83,3.42,0,0,39.7
Município,Marinha Grande,2013,Local,32.48,11.5,26.87,1.16,3.03,52.7
Município,Marvão,2013,Local,31.5,64.55,2.82,1.13,0,27.3
Município,Matosinhos,2013,Local,27.62,10.18,8,2.09,3.89,50.9
Município,Mealhada,2013,Local,50.41,0,8.48,0,1.86,49.5
Município,Mêda,2013,Local,37.1,18.61,0.9,31.36,0,33
NUTS III,Médio Tejo,2013,Local,41.87,23.69,9.81,3.21,3.81,44.2
Município,Melgaço,2013,Local,67.23,30.11,2.66,0,0,56.8
Município,Mértola,2013,Local,50.07,0,45.23,0,0,26.7
Município,Mesão Frio,2013,Local,61.78,36.64,0.77,0.81,0,27.6
Município,Mira,2013,Local,42.22,43.43,1.22,0.94,0,42.9
Município,Miranda do Corvo,2013,Local,49.97,0,8.83,0,2.06,38.7
Município,Miranda do Douro,2013,Local,52.63,44.31,0.68,0,0.64,30.6
Município,Mirandela,2013,Local,22.64,51.41,3.64,20.7,1.62,46.5
Município,Mogadouro,2013,Local,48.63,48.49,0.79,2.09,0,33.8
Município,Moimenta da Beira,2013,Local,66.42,0,2.86,0,0,45
Município,Moita,2013,Local,26.7,6.66,49.02,2.11,9.08,59.7
Município,Monção,2013,Local,39.83,39.79,1.73,18.65,0,40.8
