NUTS,Location,Year,Fires,Firefighters,Tourism
Município,Carrazeda de Ansiães,2011,80,46,-
Município,Freixo de Espada à Cinta,2011,47,68,-
Município,Lamego,2011,160,59,23.7
Município,Mesão Frio,2011,37,71,-
Município,Moimenta da Beira,2011,52,67,-
Município,Murça,2011,40,54,-
Município,Penedono,2011,28,27,-
Município,Peso da Régua,2011,55,50,8.7
Município,Sabrosa,2011,33,56,-
Município,Santa Marta de Penaguião,2011,41,90,-
Município,São João da Pesqueira,2011,93,55,-
Município,Sernancelhe,2011,69,48,-
Município,Tabuaço,2011,19,61,-
Município,Tarouca,2011,49,103,-
Município,Torre de Moncorvo,2011,145,49,-
Município,Vila Nova de Foz Côa,2011,136,39,-
Município,Vila Real,2011,197,187,5.2
NUTS III,Terras de Trás-os-Montes,2011,808,705,-
Município,Alfândega da Fé,2011,52,61,-
Município,Bragança,2011,141,103,16.1
Município,Macedo de Cavaleiros,2011,71,70,-
Município,Miranda do Douro,2011,56,128,13.9
Município,Mirandela,2011,126,79,4.6
Município,Mogadouro,2011,71,96,6
Município,Vila Flor,2011,34,46,-
Município,Vimioso,2011,58,49,-
Município,Vinhais,2011,199,73,-
NUTS II,Centro,2011,7329,9671,33.7
NUTS III,Oeste,2011,1514,1102,35
Município,Alcobaça,2011,92,243,35.6
Município,Alenquer,2011,280,105,-
Município,Arruda dos Vinhos,2011,171,52,-
Município,Bombarral,2011,49,58,10.6
Município,Cadaval,2011,70,43,-
Município,Caldas da Rainha,2011,85,108,32
Município,Lourinhã,2011,210,77,-
Município,Nazaré,2011,16,41,43.7
Município,Óbidos,2011,64,63,56.2
Município,Peniche,2011,47,69,-
Município,Sobral de Monte Agraço,2011,113,66,-
Município,Torres Vedras,2011,317,177,17.4
NUTS III,Região de Aveiro,2011,1341,1043,-
Município,Águeda,2011,282,107,26
Município,Albergaria-a-Velha,2011,235,76,0.7
Município,Anadia,2011,85,63,24.1
Município,Aveiro,2011,162,207,44.7
Município,Estarreja,2011,139,77,-
Município,Ílhavo,2011,42,93,33.5
Município,Murtosa,2011,43,79,40.1
Município,Oliveira do Bairro,2011,50,50,-
Município,Ovar,2011,155,163,14.4
Município,Sever do Vouga,2011,101,45,-
Município,Vagos,2011,47,83,-
NUTS III,Região de Coimbra,2011,1078,1951,-
Município,Arganil,2011,36,112,-
Município,Cantanhede,2011,104,93,47.7
Município,Coimbra,2011,124,263,47.8
Município,Condeixa-a-Nova,2011,26,89,-
Município,Figueira da Foz,2011,134,92,27.4
Município,Góis,2011,22,58,-
Município,Lousã,2011,29,121,-
Município,Mealhada,2011,57,113,30
Município,Mira,2011,29,50,32.5
Município,Miranda do Corvo,2011,41,116,-
Município,Montemor-o-Velho,2011,102,103,-
Município,Mortágua,2011,34,70,11.2
Município,Oliveira do Hospital,2011,89,152,-
Município,Pampilhosa da Serra,2011,22,61,-
Município,Penacova,2011,72,115,-
Município,Penela,2011,25,80,-
Município,Soure,2011,80,121,-
Município,Tábua,2011,42,102,-
Município,Vila Nova de Poiares,2011,10,40,-
NUTS III,Região de Leiria,2011,580,1169,-
Município,Alvaiázere,2011,38,91,-
Município,Ansião,2011,38,82,-
Município,Batalha,2011,10,115,29.9
Município,Castanheira de Pêra,2011,23,54,-
Município,Figueiró dos Vinhos,2011,14,75,-
Município,Leiria,2011,203,331,23.4
Município,Marinha Grande,2011,46,129,-
Município,Pedrógão Grande,2011,30,71,0
Município,Pombal,2011,128,69,12
Município,Porto de Mós,2011,50,152,-
NUTS III,Viseu Dão Lafões,2011,1215,1225,-
Município,Aguiar da Beira,2011,20,43,-
Município,Carregal do Sal,2011,36,120,-
Município,Castro Daire,2011,245,124,-
Município,Mangualde,2011,56,89,15.6
Município,Nelas,2011,76,122,13.6
Município,Oliveira de Frades,2011,37,46,-
Município,Penalva do Castelo,2011,27,51,-
Município,Santa Comba Dão,2011,17,66,-
Município,São Pedro do Sul,2011,57,117,3.3
Município,Sátão,2011,44,50,-
Município,Tondela,2011,125,148,6.4
Município,Vila Nova de Paiva,2011,158,58,-
Município,Viseu,2011,289,113,20.9
Município,Vouzela,2011,28,78,-
NUTS III,Beira Baixa,2011,227,558,-
Município,Castelo Branco,2011,85,124,18.3
Município,Idanha-a-Nova,2011,63,97,21.2
Município,Oleiros,2011,14,121,-
Município,Penamacor,2011,22,87,-
Município,Proença-a-Nova,2011,10,81,-
Município,Vila Velha de Ródão,2011,33,48,-
NUTS III,Médio Tejo,2011,452,1195,-
Município,Abrantes,2011,81,96,15.7
Município,Alcanena,2011,24,82,22.3
Município,Constância,2011,21,67,26.9
Município,Entroncamento,2011,11,56,16
Município,Ferreira do Zêzere,2011,24,59,-
Município,Mação,2011,16,51,-
Município,Ourém,2011,83,242,67.5
Município,Sardoal,2011,9,71,-
Município,Sertã,2011,45,185,-
Município,Tomar,2011,60,77,42.9
Município,Torres Novas,2011,50,94,-
Município,Vila de Rei,2011,8,58,-
Município,Vila Nova da Barquinha,2011,20,57,-
NUTS III,Beiras e Serra da Estrela,2011,922,1428,-
Município,Almeida,2011,8,48,29
Município,Belmonte,2011,22,59,-
Município,Celorico da Beira,2011,61,56,9.3
Município,Covilhã,2011,96,84,7.4
Município,Figueira de Castelo Rodrigo,2011,71,39,-
Município,Fornos de Algodres,2011,14,42,-
Município,Fundão,2011,98,129,-
Município,Gouveia,2011,64,201,-
Município,Guarda,2011,50,186,17.6
Município,Manteigas,2011,2,61,-
Município,Mêda,2011,148,64,-
Município,Pinhel,2011,92,57,-
Município,Sabugal,2011,50,108,-
Município,Seia,2011,60,181,8.1
Município,Trancoso,2011,86,113,-
NUTS II,Área Metropolitana de Lisboa,2011,1768,5105,64
NUTS III,Área Metropolitana de Lisboa,2011,1768,5105,-
Município,Alcochete,2011,18,52,35.7
Município,Almada,2011,122,280,45
Município,Amadora,2011,18,89,12.7
Município,Barreiro,2011,56,170,-
Município,Cascais,2011,60,355,69
Município,Lisboa,2011,1,1078,69.6
Município,Loures,2011,144,416,-
Município,Mafra,2011,216,151,27.7
Município,Moita,2011,85,69,-
Município,Montijo,2011,78,104,28.9
Município,Odivelas,2011,149,273,-
Município,Oeiras,2011,28,317,31.1
Município,Palmela,2011,137,138,32.6
Município,Seixal,2011,161,167,-
Município,Sesimbra,2011,57,173,39.1
Município,Setúbal,2011,72,265,33.1
Município,Sintra,2011,300,686,60.3
Município,Vila Franca de Xira,2011,66,322,-
NUTS II,Alentejo,2011,1529,3152,25.2
NUTS III,Alentejo Litoral,2011,143,420,18.4
Município,Alcácer do Sal,2011,17,68,23.6
Município,Grândola,2011,20,39,9.8
Município,Odemira,2011,41,105,23
Município,Santiago do Cacém,2011,42,149,17.1
Município,Sines,2011,23,59,28.6
NUTS III,Baixo Alentejo,2011,318,581,16.5
Município,Aljustrel,2011,27,38,-
Município,Almodôvar,2011,20,46,-
Município,Alvito,2011,9,32,-
Município,Barrancos,2011,3,36,9.5
Município,Beja,2011,110,85,21.9
Município,Castro Verde,2011,17,36,-
Município,Cuba,2011,13,37,-
Município,Ferreira do Alentejo,2011,19,41,10.6
Município,Mértola,2011,17,33,-
Município,Moura,2011,20,65,6.2
Município,Ourique,2011,14,51,-
Município,Serpa,2011,18,44,-
Município,Vidigueira,2011,31,37,-
NUTS III,Lezíria do Tejo,2011,544,804,24
Município,Almeirim,2011,40,54,-
Município,Alpiarça,2011,26,34,-
Município,Azambuja,2011,70,78,-
Município,Benavente,2011,66,107,-
Município,Cartaxo,2011,29,69,-
Município,Chamusca,2011,68,43,-
Município,Coruche,2011,48,52,-
Município,Golegã,2011,3,41,-
Município,Rio Maior,2011,47,67,-
Município,Salvaterra de Magos,2011,52,45,-
Município,Santarém,2011,95,214,27.5
NUTS III,Alto Alentejo,2011,308,655,-
Município,Alter do Chão,2011,9,43,-
Município,Arronches,2011,14,31,-
Município,Avis,2011,11,32,-
Município,Campo Maior,2011,40,18,-
Município,Castelo de Vide,2011,11,43,17.3
Município,Crato,2011,13,39,-
Município,Elvas,2011,86,50,20
Município,Fronteira,2011,5,33,-
Município,Gavião,2011,16,60,-
Município,Marvão,2011,16,36,36.2
Município,Monforte,2011,14,36,-
Município,Nisa,2011,23,47,-
Município,Ponte de Sor,2011,19,26,-
Município,Portalegre,2011,25,111,-
Município,Sousel,2011,6,50,-
NUTS III,Alentejo Central,2011,216,692,-
Município,Alandroal,2011,21,22,-
Município,Arraiolos,2011,10,69,-
Município,Borba,2011,9,49,-
Município,Estremoz,2011,30,49,26.3
Município,Évora,2011,57,53,40.6
Município,Montemor-o-Novo,2011,20,90,-
Município,Mora,2011,3,46,-
Município,Mourão,2011,7,26,-
Município,Portel,2011,13,40,-
Município,Redondo,2011,12,36,42.8
Município,Reguengos de Monsaraz,2011,12,64,4
Município,Vendas Novas,2011,3,45,-
Município,Viana do Alentejo,2011,7,62,-
Município,Vila Viçosa,2011,12,41,17.9
NUTS II,Algarve,2011,441,1071,65
NUTS III,Algarve,2011,441,1071,65
Município,Albufeira,2011,55,81,71.8
Município,Alcoutim,2011,6,39,-
Município,Aljezur,2011,8,78,19.2
Município,Castro Marim,2011,17,0,-
Município,Faro,2011,26,102,54.7
Município,Lagoa,2011,29,83,70.2
Município,Lagos,2011,34,54,69.4
Município,Loulé,2011,58,84,60.4
Município,Monchique,2011,9,65,50.2
Município,Olhão,2011,30,85,56.1
Município,Portimão,2011,37,74,60.4
Município,São Brás de Alportel,2011,7,55,-
Município,Silves,2011,56,121,60.5
Município,Tavira,2011,40,45,53.5
Município,Vila do Bispo,2011,12,44,65.9
Município,Vila Real de Santo António,2011,17,61,53
NUTS I,Continente,2012,25352,30049,53.8
NUTS II,Norte,2012,13934,10358,39.5
NUTS III,Alto Minho,2012,1331,668,26.8
Município,Arcos de Valdevez,2012,193,51,16.1
Município,Caminha,2012,115,69,20.9
Município,Melgaço,2012,35,59,7.1
Município,Monção,2012,133,54,-
Município,Paredes de Coura,2012,107,52,-
Município,Ponte da Barca,2012,157,51,-
Município,Ponte de Lima,2012,273,86,28.5
Município,Valença,2012,83,58,23.8
Município,Viana do Castelo,2012,207,121,38.6
Município,Vila Nova de Cerveira,2012,28,67,14.6
NUTS III,Cávado,2012,692,769,25.4
Município,Amares,2012,64,65,30.9
Município,Barcelos,2012,175,293,37.9
Município,Braga,2012,154,158,25.5
Município,Esposende,2012,34,117,38
Município,Terras de Bouro,2012,64,65,4.7
Município,Vila Verde,2012,201,71,19.1
NUTS III,Ave,2012,1440,943,-
Município,Cabeceiras de Basto,2012,162,61,-
Município,Fafe,2012,267,99,-
Município,Guimarães,2012,320,211,33.8
Município,Mondim de Basto,2012,36,50,-
Município,Póvoa de Lanhoso,2012,186,93,-
Município,Vieira do Minho,2012,187,60,30.4
Município,Vila Nova de Famalicão,2012,227,298,17.9
Município,Vizela,2012,55,71,-
NUTS III,Área Metropolitana do Porto,2012,4000,3604,-
Município,Arouca,2012,147,78,-
Município,Espinho,2012,139,137,51.2
Município,Gondomar,2012,346,314,-
Município,Maia,2012,178,182,56.6
Município,Matosinhos,2012,69,257,23.9
Município,Oliveira de Azeméis,2012,239,178,-
Município,Paredes,2012,554,439,18.3
Município,Porto,2012,0,361,63.4
Município,Póvoa de Varzim,2012,174,86,33.2
Município,Santa Maria da Feira,2012,585,230,-
Município,Santo Tirso,2012,344,233,11.4
Município,São João da Madeira,2012,12,87,40.2
Município,Trofa,2012,104,97,28.6
Município,Vale de Cambra,2012,82,58,23.7
Município,Valongo,2012,131,204,-
Município,Vila do Conde,2012,280,105,39.1
Município,Vila Nova de Gaia,2012,616,558,30.6
NUTS III,Alto Tâmega,2012,1207,519,-
Município,Boticas,2012,165,58,-
Município,Chaves,2012,292,173,17.5
Município,Montalegre,2012,255,83,10.6
Município,Ribeira de Pena,2012,119,97,-
Município,Valpaços,2012,196,52,1
Município,Vila Pouca de Aguiar,2012,180,56,-
NUTS III,Tâmega e Sousa,2012,3013,1713,-
Município,Amarante,2012,341,196,39.3
Município,Baião,2012,213,181,-
Município,Castelo de Paiva,2012,50,126,-
Município,Celorico de Basto,2012,237,117,-
Município,Cinfães,2012,264,200,-
Município,Felgueiras,2012,365,229,39.8
Município,Lousada,2012,201,84,-
Município,Marco de Canaveses,2012,357,147,-
Município,Paços de Ferreira,2012,329,172,-
Município,Penafiel,2012,523,209,14.3
Município,Resende,2012,133,52,-
NUTS III,Douro,2012,1399,1388,-
Município,Alijó,2012,122,176,32.8
Município,Armamar,2012,29,57,-
Município,Carrazeda de Ansiães,2012,95,45,-
Município,Freixo de Espada à Cinta,2012,56,40,-
Município,Lamego,2012,134,57,22.4
Município,Mesão Frio,2012,33,74,-
Município,Moimenta da Beira,2012,51,82,-
Município,Murça,2012,67,33,-
Município,Penedono,2012,27,41,-
Município,Peso da Régua,2012,45,60,13.5
Município,Sabrosa,2012,41,69,-
Município,Santa Marta de Penaguião,2012,67,89,-
Município,São João da Pesqueira,2012,63,51,-
Município,Sernancelhe,2012,66,49,-
Município,Tabuaço,2012,37,84,-
Município,Tarouca,2012,65,112,-
Município,Torre de Moncorvo,2012,101,59,-
Município,Vila Nova de Foz Côa,2012,91,33,-
Município,Vila Real,2012,209,177,6
NUTS III,Terras de Trás-os-Montes,2012,852,754,-
Município,Alfândega da Fé,2012,53,63,-
Município,Bragança,2012,172,122,17.8
Município,Macedo de Cavaleiros,2012,109,70,-
Município,Miranda do Douro,2012,58,130,20.2
Município,Mirandela,2012,102,83,5.7
Município,Mogadouro,2012,119,96,12.1
Município,Vila Flor,2012,47,49,-
Município,Vimioso,2012,89,67,-
Município,Vinhais,2012,103,74,-
NUTS II,Centro,2012,7177,10096,34.4
NUTS III,Oeste,2012,1200,1098,34.7
Município,Alcobaça,2012,97,246,32.4
Município,Alenquer,2012,230,67,-
Município,Arruda dos Vinhos,2012,72,61,-
Município,Bombarral,2012,34,64,10.3
Município,Cadaval,2012,106,51,-
Município,Caldas da Rainha,2012,78,106,32.7
Município,Lourinhã,2012,106,72,-
Município,Nazaré,2012,25,50,45.5
Município,Óbidos,2012,60,67,48.9
Município,Peniche,2012,58,65,22.4
Município,Sobral de Monte Agraço,2012,78,70,-
Município,Torres Vedras,2012,256,179,21.7
NUTS III,Região de Aveiro,2012,1017,1073,-
Município,Águeda,2012,208,113,26.1
Município,Albergaria-a-Velha,2012,129,84,0.5
Município,Anadia,2012,116,60,29.5
Município,Aveiro,2012,112,211,48.2
Município,Estarreja,2012,85,82,-
Município,Ílhavo,2012,30,97,30.5
Município,Murtosa,2012,29,81,36.3
Município,Oliveira do Bairro,2012,43,46,-
Município,Ovar,2012,109,162,17.3
Município,Sever do Vouga,2012,132,49,-
Município,Vagos,2012,24,88,-
NUTS III,Região de Coimbra,2012,1182,2054,-
Município,Arganil,2012,85,110,7.1
Município,Cantanhede,2012,61,102,-
Município,Coimbra,2012,185,264,49.4
Município,Condeixa-a-Nova,2012,38,90,-
Município,Figueira da Foz,2012,103,104,28.5
Município,Góis,2012,27,54,-
Município,Lousã,2012,52,138,-
Município,Mealhada,2012,54,119,27.3
Município,Mira,2012,26,45,33.5
Município,Miranda do Corvo,2012,59,111,-
Município,Montemor-o-Velho,2012,71,101,-
Município,Mortágua,2012,9,72,14
Município,Oliveira do Hospital,2012,141,162,-
Município,Pampilhosa da Serra,2012,24,72,-
Município,Penacova,2012,60,119,-
Município,Penela,2012,44,94,-
Município,Soure,2012,55,120,-
Município,Tábua,2012,71,119,-
Município,Vila Nova de Poiares,2012,17,58,-
NUTS III,Região de Leiria,2012,681,1293,-
Município,Alvaiázere,2012,58,88,-
Município,Ansião,2012,51,76,-
Município,Batalha,2012,14,109,35.1
Município,Castanheira de Pêra,2012,14,57,-
Município,Figueiró dos Vinhos,2012,32,83,-
Município,Leiria,2012,163,355,22.9
Município,Marinha Grande,2012,48,130,34.4
Município,Pedrógão Grande,2012,28,72,0
Município,Pombal,2012,217,180,-
Município,Porto de Mós,2012,56,143,-
NUTS III,Viseu Dão Lafões,2012,1308,1284,-
Município,Aguiar da Beira,2012,14,40,-
Município,Carregal do Sal,2012,40,128,-
Município,Castro Daire,2012,217,119,-
Município,Mangualde,2012,93,100,12.6
Município,Nelas,2012,70,133,18
Município,Oliveira de Frades,2012,54,46,-
Município,Penalva do Castelo,2012,31,58,-
Município,Santa Comba Dão,2012,32,82,-
Município,São Pedro do Sul,2012,45,124,1.7
Município,Sátão,2012,71,56,-
Município,Tondela,2012,143,144,6.9
Município,Vila Nova de Paiva,2012,140,65,-
Município,Viseu,2012,300,115,23.6
Município,Vouzela,2012,58,74,-
NUTS III,Beira Baixa,2012,265,580,-
Município,Castelo Branco,2012,108,140,20.8
Município,Idanha-a-Nova,2012,44,96,20.1
Município,Oleiros,2012,21,116,-
Município,Penamacor,2012,39,104,-
Município,Proença-a-Nova,2012,17,78,-
Município,Vila Velha de Ródão,2012,36,46,-
NUTS III,Médio Tejo,2012,612,1236,-
Município,Abrantes,2012,126,72,10.6
Município,Alcanena,2012,48,81,22.6
Município,Constância,2012,17,82,18.8
Município,Entroncamento,2012,16,60,7
Município,Ferreira do Zêzere,2012,23,55,-
Município,Mação,2012,21,57,-
Município,Ourém,2012,120,251,64.7
Município,Sardoal,2012,13,77,-
Município,Sertã,2012,53,189,-
Município,Tomar,2012,79,77,43.2
Município,Torres Novas,2012,67,109,-
Município,Vila de Rei,2012,3,56,-
Município,Vila Nova da Barquinha,2012,26,70,-
NUTS III,Beiras e Serra da Estrela,2012,912,1478,-
Município,Almeida,2012,16,48,26.1
Município,Belmonte,2012,16,61,-
Município,Celorico da Beira,2012,42,54,8.4
Município,Covilhã,2012,97,97,-
Município,Figueira de Castelo Rodrigo,2012,25,37,-
Município,Fornos de Algodres,2012,24,46,-
Município,Fundão,2012,138,139,-
Município,Gouveia,2012,42,218,13.4
Município,Guarda,2012,81,168,21.2
Município,Manteigas,2012,4,62,31.7
Município,Mêda,2012,114,69,-
Município,Pinhel,2012,52,61,-
Município,Sabugal,2012,90,108,-
Município,Seia,2012,71,181,-
Município,Trancoso,2012,100,129,-
NUTS II,Área Metropolitana de Lisboa,2012,1749,5257,65.7
NUTS III,Área Metropolitana de Lisboa,2012,1749,5257,-
Município,Alcochete,2012,23,53,36.4
Município,Almada,2012,153,275,52.1
Município,Amadora,2012,28,93,-
Município,Barreiro,2012,66,182,-
Município,Cascais,2012,49,371,71.7
Município,Lisboa,2012,87,1046,71.4
Município,Loures,2012,157,428,50.5
Município,Mafra,2012,156,147,27
Município,Moita,2012,77,74,-
Município,Montijo,2012,113,107,46.8
Município,Odivelas,2012,134,307,-
Município,Oeiras,2012,29,353,34.4
Município,Palmela,2012,118,156,35.1
Município,Seixal,2012,125,166,-
Município,Sesimbra,2012,55,175,41.3
Município,Setúbal,2012,109,260,30.4
Município,Sintra,2012,215,735,52.9
Município,Vila Franca de Xira,2012,55,329,-
NUTS II,Alentejo,2012,1918,3271,28.5
NUTS III,Alentejo Litoral,2012,193,417,22
Município,Alcácer do Sal,2012,14,75,23.3
Município,Grândola,2012,24,38,19.9
Município,Odemira,2012,51,101,25.7
Município,Santiago do Cacém,2012,45,139,18
Município,Sines,2012,59,64,27.4
NUTS III,Baixo Alentejo,2012,273,628,18.3
Município,Aljustrel,2012,21,47,-
Município,Almodôvar,2012,19,48,-
Município,Alvito,2012,4,34,-
Município,Barrancos,2012,0,38,6.1
Município,Beja,2012,66,89,22.5
Município,Castro Verde,2012,15,38,-
Município,Cuba,2012,9,48,-
Município,Ferreira do Alentejo,2012,16,39,9.7
Município,Mértola,2012,16,33,-
Município,Moura,2012,20,75,-
Município,Ourique,2012,13,49,-
Município,Serpa,2012,33,44,10.6
Município,Vidigueira,2012,41,46,-
NUTS III,Lezíria do Tejo,2012,770,856,22.7
Município,Almeirim,2012,58,58,-
Município,Alpiarça,2012,41,35,-
Município,Azambuja,2012,188,78,-
Município,Benavente,2012,60,125,-
Município,Cartaxo,2012,48,67,-
Município,Chamusca,2012,47,49,-
Município,Coruche,2012,62,50,-
Município,Golegã,2012,10,42,-
Município,Rio Maior,2012,81,61,-
Município,Salvaterra de Magos,2012,33,51,-
Município,Santarém,2012,142,240,28.5
NUTS III,Alto Alentejo,2012,313,656,-
Município,Alter do Chão,2012,8,45,-
Município,Arronches,2012,14,36,-
Município,Avis,2012,10,33,-
Município,Campo Maior,2012,27,27,-
Município,Castelo de Vide,2012,9,43,16.3
Município,Crato,2012,11,38,-
Município,Elvas,2012,86,49,18
Município,Fronteira,2012,10,32,-
Município,Gavião,2012,17,62,-
Município,Marvão,2012,15,34,44.4
Município,Monforte,2012,9,36,-
Município,Nisa,2012,21,44,-
Município,Ponte de Sor,2012,34,27,-
Município,Portalegre,2012,34,99,-
Município,Sousel,2012,8,51,-
NUTS III,Alentejo Central,2012,369,714,-
Município,Alandroal,2012,12,25,-
Município,Arraiolos,2012,16,69,-
Município,Borba,2012,16,47,-
Município,Estremoz,2012,27,47,30.7
Município,Évora,2012,160,67,44.9
Município,Montemor-o-Novo,2012,30,90,-
Município,Mora,2012,16,46,-
Município,Mourão,2012,5,32,-
Município,Portel,2012,11,43,-
Município,Redondo,2012,13,33,39.1
Município,Reguengos de Monsaraz,2012,29,68,18.8
Município,Vendas Novas,2012,13,46,-
Município,Viana do Alentejo,2012,11,64,-
Município,Vila Viçosa,2012,10,37,-
NUTS II,Algarve,2012,574,1067,68.5
NUTS III,Algarve,2012,574,1067,68.5
Município,Albufeira,2012,54,77,74.4
Município,Alcoutim,2012,17,39,-
Município,Aljezur,2012,21,81,-
Município,Castro Marim,2012,35,0,47.4
Município,Faro,2012,34,95,58.4
Município,Lagoa,2012,30,83,69.9
Município,Lagos,2012,37,64,72.3
Município,Loulé,2012,77,84,64.3
Município,Monchique,2012,35,62,47.9
Município,Olhão,2012,27,79,63.5
Município,Portimão,2012,49,74,64.3
Município,São Brás de Alportel,2012,18,54,-
Município,Silves,2012,68,123,65.4
Município,Tavira,2012,46,45,58
Município,Vila do Bispo,2012,8,43,81.9
Município,Vila Real de Santo António,2012,18,64,57.2
NUTS I,Continente,2013,23129,28227,55.9
NUTS II,Norte,2013,13797,9721,42.2
NUTS III,Alto Minho,2013,1882,652,28.9
Município,Arcos de Valdevez,2013,291,39,24.3
Município,Caminha,2013,139,70,30.6
Município,Melgaço,2013,68,60,13.7
Município,Monção,2013,174,55,-
Município,Paredes de Coura,2013,104,43,-
Município,Ponte da Barca,2013,233,45,-
Município,Ponte de Lima,2013,364,92,30.6
Município,Valença,2013,195,53,27.2
Município,Viana do Castelo,2013,239,135,37
Município,Vila Nova de Cerveira,2013,75,60,15.5
NUTS III,Cávado,2013,776,732,27.9
Município,Amares,2013,58,53,36.8
Município,Barcelos,2013,196,287,-
Município,Braga,2013,184,151,27.5
Município,Esposende,2013,24,116,41.9
Município,Terras de Bouro,2013,67,64,6.2
Município,Vila Verde,2013,247,61,-
NUTS III,Ave,2013,1269,901,-
Município,Cabeceiras de Basto,2013,139,53,-
Município,Fafe,2013,251,83,-
Município,Guimarães,2013,272,197,40.9
Município,Mondim de Basto,2013,28,51,-
Município,Póvoa de Lanhoso,2013,186,81,-
Município,Vieira do Minho,2013,121,53,38.2
Município,Vila Nova de Famalicão,2013,235,303,19.2
Município,Vizela,2013,37,80,-
NUTS III,Área Metropolitana do Porto,2013,3896,3357,-
Município,Arouca,2013,128,70,-
Município,Espinho,2013,60,119,-
Município,Gondomar,2013,500,278,-
Município,Maia,2013,251,187,56.7
Município,Matosinhos,2013,96,239,24.5
Município,Oliveira de Azeméis,2013,92,142,-
Município,Paredes,2013,808,432,21
Município,Porto,2013,1,357,66
Município,Póvoa de Varzim,2013,124,73,35.1
Município,Santa Maria da Feira,2013,239,208,-
Município,Santo Tirso,2013,443,223,12.6
Município,São João da Madeira,2013,5,88,36.7
Município,Trofa,2013,92,92,31.8
Município,Vale de Cambra,2013,189,56,21.3
Município,Valongo,2013,181,178,5.7
Município,Vila do Conde,2013,210,91,43.4
Município,Vila Nova de Gaia,2013,477,524,29.6
NUTS III,Alto Tâmega,2013,866,473,-
Município,Boticas,2013,110,55,-
Município,Chaves,2013,191,148,19.8
Município,Montalegre,2013,239,74,8.6
Município,Ribeira de Pena,2013,78,90,-
Município,Valpaços,2013,127,54,0.9
Município,Vila Pouca de Aguiar,2013,121,52,-
NUTS III,Tâmega e Sousa,2013,3754,1598,-
Município,Amarante,2013,562,181,41.3
Município,Baião,2013,220,166,-
Município,Castelo de Paiva,2013,74,126,-
Município,Celorico de Basto,2013,282,108,-
Município,Cinfães,2013,262,184,-
Município,Felgueiras,2013,402,212,51.6
Município,Lousada,2013,348,74,-
Município,Marco de Canaveses,2013,446,134,-
Município,Paços de Ferreira,2013,400,156,-
Município,Penafiel,2013,670,205,13.3
Município,Resende,2013,88,52,-
NUTS III,Douro,2013,964,1305,-
Município,Alijó,2013,71,162,29.7
Município,Armamar,2013,20,56,-
Município,Carrazeda de Ansiães,2013,44,48,-
Município,Freixo de Espada à Cinta,2013,29,62,-
Município,Lamego,2013,153,62,29.1
Município,Mesão Frio,2013,19,68,-
Município,Moimenta da Beira,2013,80,80,-
Município,Murça,2013,46,33,-
Município,Penedono,2013,18,39,-
Município,Peso da Régua,2013,45,43,23.9
Município,Sabrosa,2013,20,60,-
Município,Santa Marta de Penaguião,2013,31,79,-
Município,São João da Pesqueira,2013,32,51,-
Município,Sernancelhe,2013,60,42,-
Município,Tabuaço,2013,23,61,-
Município,Tarouca,2013,24,98,-
Município,Torre de Moncorvo,2013,42,55,-
Município,Vila Nova de Foz Côa,2013,52,33,-
Município,Vila Real,2013,155,173,17.7
NUTS III,Terras de Trás-os-Montes,2013,390,703,-
Município,Alfândega da Fé,2013,25,60,-
Município,Bragança,2013,74,112,18.8
Município,Macedo de Cavaleiros,2013,60,80,-
Município,Miranda do Douro,2013,22,126,23.7
Município,Mirandela,2013,80,66,4.7
Município,Mogadouro,2013,26,85,-
Município,Vila Flor,2013,28,41,-
Município,Vimioso,2013,19,59,-
Município,Vinhais,2013,56,74,-
NUTS II,Centro,2013,5479,9506,35.4
NUTS III,Oeste,2013,828,1115,38.2
Município,Alcobaça,2013,92,233,43
Município,Alenquer,2013,117,149,-
Município,Arruda dos Vinhos,2013,67,57,-
Município,Bombarral,2013,32,63,9.9
Município,Cadaval,2013,41,46,-
Município,Caldas da Rainha,2013,76,99,31.9
Município,Lourinhã,2013,59,66,-
Município,Nazaré,2013,14,48,44.7
Município,Óbidos,2013,38,58,59.2
Município,Peniche,2013,51,59,23.1
Município,Sobral de Monte Agraço,2013,41,62,-
Município,Torres Vedras,2013,200,175,21.6
NUTS III,Região de Aveiro,2013,797,1002,-
Município,Águeda,2013,224,109,28.8
Município,Albergaria-a-Velha,2013,99,83,0.3
Município,Anadia,2013,41,50,29.2
Município,Aveiro,2013,88,195,51.5
Município,Estarreja,2013,38,72,-
Município,Ílhavo,2013,33,93,31
Município,Murtosa,2013,10,73,36.2
Município,Oliveira do Bairro,2013,43,45,-
Município,Ovar,2013,63,155,19.8
Município,Sever do Vouga,2013,119,48,-
Município,Vagos,2013,39,79,-
NUTS III,Região de Coimbra,2013,901,1910,-
Município,Arganil,2013,57,96,-
Município,Cantanhede,2013,69,98,-
Município,Coimbra,2013,88,248,49
Município,Condeixa-a-Nova,2013,22,76,-
Município,Figueira da Foz,2013,89,101,29.9
Município,Góis,2013,18,52,-
Município,Lousã,2013,25,143,-
Município,Mealhada,2013,31,106,29.5
Município,Mira,2013,36,39,28.9
Município,Miranda do Corvo,2013,43,105,-
Município,Montemor-o-Velho,2013,56,87,-
Município,Mortágua,2013,13,68,7.8
Município,Oliveira do Hospital,2013,81,131,-
Município,Pampilhosa da Serra,2013,28,84,-
Município,Penacova,2013,115,117,-
Município,Penela,2013,24,82,-
